gameID,aPlayer,aRating,aScore,bPlayer,bRating,bScore
"583","Jeffrey1","7","6","","",""
"584","Frank8","9","2","Max14","5","0"
"584","Joeseph9","7","2","Chris20","3","0"
"584","Marcus17","4","2","Jonathan5","9","0"
"584","Vivien3","8","2","Karen13","7","0"
"584","Danny19","9","2","Martin16","6","0"
"584","Sherman12","5","2","Khoman 6","6","0"
"585","Frank8","9","7","Joeseph9","7","0"
"585","Karen13","7","7","Max14","5","0"
"585","Jose15","8","7","Marcus17","4","0"
"585","Danny19","9","7","Michael7","8","0"
"585","Jonathan5","9","7","","",""
"586","Michael7","8","5","Marcus17","4","0"
"586","John4","4","5","Max14","5","0"
"586","Karen13","7","5","Ryan18","5","0"
"586","Sherman12","5","5","Jessica10","7","0"
"586","Frank8","9","5","Tom11","3","0"
"586","Joeseph9","7","5","Jose15","8","0"
"586","Khoman 6","6","5","Alex2","3","0"
"586","Danny19","9","5","","",""
"587","Michael7","8","0","Jose15","8","2"
"587","Sherman12","5","0","Frank8","9","2"
"587","Alex2","3","0","Chris20","3","2"
"587","Khoman 6","6","0","Ryan18","5","2"
"587","Karen13","7","0","Jonathan5","9","2"
"588","Jeffrey1","7","0","Jonathan5","9","3"
"588","Sherman12","5","0","Vivien3","8","3"
"588","Max14","5","0","Chris20","3","3"
"588","Michael7","8","0","Danny19","9","3"
"588","Jose15","8","0","Frank8","9","3"
"588","Marcus17","4","0","Jessica10","7","3"
"588","Ryan18","5","0","Karen13","7","3"
"589","Ryan18","5","0","Jessica10","7","4"
"589","Max14","5","0","Karen13","7","4"
"589","John4","4","0","Jonathan5","9","4"
"589","Sherman12","5","0","Jeffrey1","7","4"
"589","Tom11","3","0","Danny19","9","4"
"589","Frank8","9","0","Vivien3","8","4"
"589","Alex2","3","0","Michael7","8","4"
"589","Jose15","8","0","Chris20","3","4"
"590","Khoman 6","6","6","Chris20","3","0"
"590","Frank8","9","6","Max14","5","0"
"590","Jose15","8","6","Tom11","3","0"
"590","Vivien3","8","6","Jonathan5","9","0"
"591","Jeffrey1","7","2","John4","4","0"
"591","Khoman 6","6","2","Tom11","3","0"
"591","Ryan18","5","2","Joeseph9","7","0"
"591","Vivien3","8","2","Danny19","9","0"
"592","Joeseph9","7","0","Danny19","9","0"
"592","Jeffrey1","7","0","Martin16","6","0"
"592","Ryan18","5","0","Jonathan5","9","0"
"592","Jessica10","7","0","Sherman12","5","0"
"592","Jose15","8","0","Michael7","8","0"
"592","Alex2","3","0","","",""
"593","Tom11","3","0","Frank8","9","2"
"593","Chris20","3","0","Karen13","7","2"
"593","Jessica10","7","0","Jeffrey1","7","2"
"593","Michael7","8","0","Joeseph9","7","2"
"593","Danny19","9","0","Jose15","8","2"
"593","Marcus17","4","0","Alex2","3","2"
"594","Joeseph9","7","0","Vivien3","8","3"
"594","John4","4","0","Marcus17","4","3"
"594","Jessica10","7","0","Danny19","9","3"
"594","Martin16","6","0","Michael7","8","3"
"595","Khoman 6","6","0","Vivien3","8","0"
"595","Michael7","8","0","John4","4","0"
"595","Chris20","3","0","Jose15","8","0"
"595","Karen13","7","0","Martin16","6","0"
"595","Joeseph9","7","0","Tom11","3","0"
"595","Jessica10","7","0","Max14","5","0"
"595","Sherman12","5","0","Marcus17","4","0"
"595","Ryan18","5","0","Frank8","9","0"
"596","John4","4","0","Martin16","6","2"
"596","Chris20","3","0","Ryan18","5","2"
"596","Vivien3","8","0","Max14","5","2"
"596","Khoman 6","6","0","Jose15","8","2"
"596","Danny19","9","0","Joeseph9","7","2"
"596","Alex2","3","0","Karen13","7","2"
"597","Marcus17","4","0","Joeseph9","7","0"
"597","Alex2","3","0","Tom11","3","0"
"597","Ryan18","5","0","Sherman12","5","0"
"597","Martin16","6","0","Max14","5","0"
"597","Danny19","9","0","Karen13","7","0"
"598","Jonathan5","9","2","Max14","5","0"
"598","Jose15","8","2","Marcus17","4","0"
"598","Chris20","3","2","Joeseph9","7","0"
"598","Jeffrey1","7","2","Karen13","7","0"
"598","Frank8","9","2","Jessica10","7","0"
"599","Karen13","7","5","Vivien3","8","0"
"599","Jonathan5","9","5","Ryan18","5","0"
"599","Danny19","9","5","Chris20","3","0"
"599","Tom11","3","5","Marcus17","4","0"
"599","Sherman12","5","5","John4","4","0"
"599","Jeffrey1","7","5","","",""
"600","Tom11","3","0","Sherman12","5","3"
"600","Max14","5","0","Jeffrey1","7","3"
"600","Vivien3","8","0","Michael7","8","3"
"600","Joeseph9","7","0","Jose15","8","3"
"601","Chris20","3","0","Martin16","6","4"
"601","Alex2","3","0","Jeffrey1","7","4"
"601","Michael7","8","0","Jonathan5","9","4"
"601","Joeseph9","7","0","Frank8","9","4"
"601","Marcus17","4","0","Vivien3","8","4"
"601","Ryan18","5","0","Max14","5","4"
"601","Sherman12","5","0","Karen13","7","4"
"601","Tom11","3","0","John4","4","4"
"602","Chris20","3","0","Jonathan5","9","2"
"602","Danny19","9","0","Marcus17","4","2"
"602","Michael7","8","0","Martin16","6","2"
"602","Alex2","3","0","Karen13","7","2"
"603","Frank8","9","0","Jessica10","7","1"
"603","Jose15","8","0","Ryan18","5","1"
"603","Tom11","3","0","Martin16","6","1"
"603","Alex2","3","0","Sherman12","5","1"
"603","Khoman 6","6","0","Jonathan5","9","1"
"603","Michael7","8","0","Jeffrey1","7","1"
"603","John4","4","0","Chris20","3","1"
"603","Joeseph9","7","0","Vivien3","8","1"
"604","Jessica10","7","7","Khoman 6","6","0"
"604","Danny19","9","7","Marcus17","4","0"
"604","Frank8","9","7","Jeffrey1","7","0"
"604","Vivien3","8","7","Chris20","3","0"
"605","Frank8","9","2","Chris20","3","0"
"605","Michael7","8","2","Jeffrey1","7","0"
"605","John4","4","2","Sherman12","5","0"
"605","Marcus17","4","2","Danny19","9","0"
"605","Jose15","8","2","Martin16","6","0"
"605","Jonathan5","9","2","Max14","5","0"
"605","Vivien3","8","2","Tom11","3","0"
"605","Alex2","3","2","Khoman 6","6","0"
"606","Danny19","9","3","Chris20","3","0"
"606","Jeffrey1","7","3","Karen13","7","0"
"606","Khoman 6","6","3","John4","4","0"
"606","Marcus17","4","3","Vivien3","8","0"
"606","Martin16","6","3","Alex2","3","0"
"606","Jessica10","7","3","Michael7","8","0"
"606","Jonathan5","9","3","Ryan18","5","0"
"607","Jonathan5","9","0","Danny19","9","1"
"607","John4","4","0","Khoman 6","6","1"
"607","Jeffrey1","7","0","Marcus17","4","1"
"607","Joeseph9","7","0","Michael7","8","1"
"607","Ryan18","5","0","Alex2","3","1"
"607","Chris20","3","0","Frank8","9","1"
"607","Jessica10","7","0","Vivien3","8","1"
"608","Jose15","8","0","Jessica10","7","4"
"608","Tom11","3","0","John4","4","4"
"608","Ryan18","5","0","Vivien3","8","4"
"608","Marcus17","4","0","Danny19","9","4"
"609","Jeffrey1","7","0","Marcus17","4","0"
"609","John4","4","0","Sherman12","5","0"
"609","Martin16","6","0","Frank8","9","0"
"609","Karen13","7","0","Jose15","8","0"
"609","Jonathan5","9","0","Danny19","9","0"
"609","Vivien3","8","0","Jessica10","7","0"
"610","Alex2","3","0","John4","4","0"
"610","Danny19","9","0","Karen13","7","0"
"610","Jonathan5","9","0","Frank8","9","0"
"610","Jose15","8","0","Ryan18","5","0"
"610","Jeffrey1","7","0","Martin16","6","0"
"610","Tom11","3","0","Michael7","8","0"
"611","Ryan18","5","0","Khoman 6","6","2"
"611","Joeseph9","7","0","John4","4","2"
"611","Jose15","8","0","Frank8","9","2"
"611","Max14","5","0","Danny19","9","2"
"612","Ryan18","5","3","Sherman12","5","0"
"612","Vivien3","8","3","Jeffrey1","7","0"
"612","Jose15","8","3","Joeseph9","7","0"
"612","Karen13","7","3","Chris20","3","0"
"612","Khoman 6","6","3","Alex2","3","0"
"612","Frank8","9","3","Jonathan5","9","0"
"613","Frank8","9","0","Marcus17","4","1"
"613","Jeffrey1","7","0","Jessica10","7","1"
"613","Martin16","6","0","Karen13","7","1"
"613","Michael7","8","0","Jose15","8","1"
"613","Sherman12","5","0","Danny19","9","1"
"613","Chris20","3","0","John4","4","1"
"613","Joeseph9","7","0","Max14","5","1"
"613","Alex2","3","0","Vivien3","8","1"
"614","Joeseph9","7","0","John4","4","1"
"614","Marcus17","4","0","Jose15","8","1"
"614","Alex2","3","0","Jessica10","7","1"
"614","Tom11","3","0","Max14","5","1"
"614","Frank8","9","0","Karen13","7","1"
"614","Ryan18","5","0","Chris20","3","1"
"614","Martin16","6","0","Michael7","8","1"
"615","Michael7","8","0","Jeffrey1","7","5"
"615","Alex2","3","0","Jonathan5","9","5"
"615","Jose15","8","0","Karen13","7","5"
"615","Ryan18","5","0","Danny19","9","5"
"615","Sherman12","5","0","Frank8","9","5"
"615","Chris20","3","0","Joeseph9","7","5"
"616","Martin16","6","2","Chris20","3","0"
"616","Jonathan5","9","2","Frank8","9","0"
"616","Jessica10","7","2","Jose15","8","0"
"616","Ryan18","5","2","Tom11","3","0"
"617","Marcus17","4","1","Jonathan5","9","0"
"617","Khoman 6","6","1","Alex2","3","0"
"617","Frank8","9","1","Danny19","9","0"
"617","Jeffrey1","7","1","Vivien3","8","0"
"617","Sherman12","5","1","","",""
"618","Jeffrey1","7","0","Jessica10","7","1"
"618","Sherman12","5","0","Jose15","8","1"
"618","Karen13","7","0","Max14","5","1"
"618","Jonathan5","9","0","Joeseph9","7","1"
"618","Tom11","3","0","Khoman 6","6","1"
"619","Danny19","9","0","Chris20","3","0"
"619","Max14","5","0","Vivien3","8","0"
"619","Marcus17","4","0","Karen13","7","0"
"619","Martin16","6","0","Jonathan5","9","0"
"619","Sherman12","5","0","Khoman 6","6","0"
"619","Jeffrey1","7","0","Tom11","3","0"
"619","Joeseph9","7","0","Jose15","8","0"
"620","Khoman 6","6","3","John4","4","0"
"620","Jessica10","7","3","Frank8","9","0"
"620","Jonathan5","9","3","Jeffrey1","7","0"
"620","Michael7","8","3","Marcus17","4","0"
"621","Marcus17","4","0","Karen13","7","2"
"621","Frank8","9","0","Max14","5","2"
"621","Alex2","3","0","Danny19","9","2"
"621","Jose15","8","0","Khoman 6","6","2"
"622","Danny19","9","0","Jeffrey1","7","2"
"622","Joeseph9","7","0","Jonathan5","9","2"
"622","Chris20","3","0","Sherman12","5","2"
"622","Khoman 6","6","0","Karen13","7","2"
"622","Tom11","3","0","Ryan18","5","2"
"623","Tom11","3","0","Sherman12","5","4"
"623","Alex2","3","0","Jeffrey1","7","4"
"623","Martin16","6","0","Karen13","7","4"
"623","Khoman 6","6","0","Frank8","9","4"
"623","Jessica10","7","0","Joeseph9","7","4"
"624","Jeffrey1","7","6","Marcus17","4","0"
"624","Karen13","7","6","Frank8","9","0"
"624","Jonathan5","9","6","Ryan18","5","0"
"624","Jose15","8","6","Tom11","3","0"
"624","Sherman12","5","6","","",""
"625","Ryan18","5","3","Jose15","8","0"
"625","Joeseph9","7","3","Tom11","3","0"
"625","Jeffrey1","7","3","Jessica10","7","0"
"625","Jonathan5","9","3","Karen13","7","0"
"625","Frank8","9","3","John4","4","0"
"625","Khoman 6","6","3","Max14","5","0"
"625","Chris20","3","3","Alex2","3","0"
"625","Vivien3","8","3","Sherman12","5","0"
"626","John4","4","0","Joeseph9","7","3"
"626","Tom11","3","0","Jose15","8","3"
"626","Khoman 6","6","0","Chris20","3","3"
"626","Alex2","3","0","Marcus17","4","3"
"626","Max14","5","0","Danny19","9","3"
"626","Jonathan5","9","0","Sherman12","5","3"
"626","Ryan18","5","0","Vivien3","8","3"
"627","Tom11","3","0","Michael7","8","1"
"627","Karen13","7","0","Martin16","6","1"
"627","Vivien3","8","0","Jeffrey1","7","1"
"627","Khoman 6","6","0","Ryan18","5","1"
"628","Frank8","9","1","Jeffrey1","7","0"
"628","Sherman12","5","1","Jose15","8","0"
"628","Danny19","9","1","Jessica10","7","0"
"628","Ryan18","5","1","John4","4","0"
"629","Sherman12","5","3","Chris20","3","0"
"629","Michael7","8","3","Karen13","7","0"
"629","Joeseph9","7","3","Jessica10","7","0"
"629","Jeffrey1","7","3","Marcus17","4","0"
"629","Vivien3","8","3","Martin16","6","0"
"630","Alex2","3","0","John4","4","2"
"630","Karen13","7","0","Marcus17","4","2"
"630","Danny19","9","0","Vivien3","8","2"
"630","Chris20","3","0","Frank8","9","2"
"631","Marcus17","4","0","Frank8","9","1"
"631","Danny19","9","0","Sherman12","5","1"
"631","Khoman 6","6","0","Jessica10","7","1"
"631","Joeseph9","7","0","Martin16","6","1"
"631","Jeffrey1","7","0","Jose15","8","1"
"632","Khoman 6","6","0","Jessica10","7","1"
"632","Danny19","9","0","Jonathan5","9","1"
"632","Ryan18","5","0","John4","4","1"
"632","Chris20","3","0","Tom11","3","1"
"632","Martin16","6","0","Jose15","8","1"
"633","John4","4","2","Martin16","6","0"
"633","Khoman 6","6","2","Danny19","9","0"
"633","Marcus17","4","2","Alex2","3","0"
"633","Michael7","8","2","Chris20","3","0"
"633","Sherman12","5","2","Jeffrey1","7","0"
"633","Frank8","9","2","Jose15","8","0"
"633","Jonathan5","9","2","Vivien3","8","0"
"633","Max14","5","2","","",""
"634","Jose15","8","0","Frank8","9","0"
"634","Marcus17","4","0","Alex2","3","0"
"634","Karen13","7","0","Michael7","8","0"
"634","Jessica10","7","0","Danny19","9","0"
"634","Vivien3","8","0","Max14","5","0"
"634","Joeseph9","7","0","Chris20","3","0"
"634","Jeffrey1","7","0","Jonathan5","9","0"
"634","Tom11","3","0","John4","4","0"
"635","Frank8","9","0","Jonathan5","9","5"
"635","Chris20","3","0","Michael7","8","5"
"635","Jeffrey1","7","0","Khoman 6","6","5"
"635","Marcus17","4","0","Jessica10","7","5"
"635","Alex2","3","0","Vivien3","8","5"
"636","Danny19","9","3","John4","4","0"
"636","Sherman12","5","3","Marcus17","4","0"
"636","Vivien3","8","3","Jonathan5","9","0"
"636","Tom11","3","3","Karen13","7","0"
"636","Khoman 6","6","3","Jessica10","7","0"
"636","Jose15","8","3","","",""
"637","Jose15","8","0","Karen13","7","0"
"637","Tom11","3","0","John4","4","0"
"637","Michael7","8","0","Jonathan5","9","0"
"637","Max14","5","0","Ryan18","5","0"
"637","Danny19","9","0","Martin16","6","0"
"637","Marcus17","4","0","Khoman 6","6","0"
"638","Chris20","3","0","Max14","5","2"
"638","Khoman 6","6","0","Karen13","7","2"
"638","Frank8","9","0","Jonathan5","9","2"
"638","Jeffrey1","7","0","Jose15","8","2"
"638","John4","4","0","Michael7","8","2"
"638","Jessica10","7","0","Martin16","6","2"
"639","Khoman 6","6","0","Martin16","6","0"
"639","Chris20","3","0","Michael7","8","0"
"639","Joeseph9","7","0","Frank8","9","0"
"639","Vivien3","8","0","Jose15","8","0"
"639","Sherman12","5","0","Ryan18","5","0"
"639","Jonathan5","9","0","Max14","5","0"
"639","Danny19","9","0","Jessica10","7","0"
"640","Chris20","3","0","Sherman12","5","2"
"640","Jonathan5","9","0","Michael7","8","2"
"640","Ryan18","5","0","Danny19","9","2"
"640","Vivien3","8","0","Joeseph9","7","2"
"641","Jessica10","7","0","Max14","5","2"
"641","Ryan18","5","0","Jonathan5","9","2"
"641","Marcus17","4","0","Karen13","7","2"
"641","Jeffrey1","7","0","Khoman 6","6","2"
"641","Alex2","3","0","Frank8","9","2"
"641","Sherman12","5","0","Chris20","3","2"
"641","Danny19","9","0","Joeseph9","7","2"
"642","Jessica10","7","2","Ryan18","5","0"
"642","Sherman12","5","2","Jose15","8","0"
"642","Danny19","9","2","Karen13","7","0"
"642","Tom11","3","2","Vivien3","8","0"
"642","Martin16","6","2","John4","4","0"
"642","Jonathan5","9","2","Marcus17","4","0"
"642","Michael7","8","2","Joeseph9","7","0"
"642","Max14","5","2","","",""
"643","Sherman12","5","1","Chris20","3","0"
"643","Max14","5","1","Michael7","8","0"
"643","Vivien3","8","1","Jose15","8","0"
"643","Jeffrey1","7","1","Marcus17","4","0"
"643","Martin16","6","1","Karen13","7","0"
"643","Khoman 6","6","1","Ryan18","5","0"
"644","Tom11","3","1","Jeffrey1","7","0"
"644","Jonathan5","9","1","Max14","5","0"
"644","Jose15","8","1","Danny19","9","0"
"644","Martin16","6","1","Vivien3","8","0"
"644","Frank8","9","1","Marcus17","4","0"
"644","John4","4","1","Michael7","8","0"
"644","Joeseph9","7","1","Chris20","3","0"
"645","Alex2","3","3","Michael7","8","0"
"645","Jose15","8","3","Marcus17","4","0"
"645","Danny19","9","3","Joeseph9","7","0"
"645","Tom11","3","3","Chris20","3","0"
"645","Jeffrey1","7","3","","",""
"646","Tom11","3","0","Max14","5","0"
"646","Marcus17","4","0","Alex2","3","0"
"646","Jose15","8","0","Frank8","9","0"
"646","Ryan18","5","0","Chris20","3","0"
"646","Jessica10","7","0","Joeseph9","7","0"
"646","Vivien3","8","0","John4","4","0"
"646","Martin16","6","0","Michael7","8","0"
"646","Jeffrey1","7","0","Danny19","9","0"
"647","Martin16","6","0","Jeffrey1","7","2"
"647","Tom11","3","0","Max14","5","2"
"647","John4","4","0","Joeseph9","7","2"
"647","Jessica10","7","0","Michael7","8","2"
"647","Karen13","7","0","Vivien3","8","2"
"647","Ryan18","5","0","Marcus17","4","2"
"648","Jose15","8","2","Frank8","9","0"
"648","Max14","5","2","Jonathan5","9","0"
"648","Sherman12","5","2","Marcus17","4","0"
"648","Vivien3","8","2","Ryan18","5","0"
"648","Danny19","9","2","Chris20","3","0"
"648","Joeseph9","7","2","Jessica10","7","0"
"649","Danny19","9","2","Sherman12","5","0"
"649","Jeffrey1","7","2","John4","4","0"
"649","Michael7","8","2","Martin16","6","0"
"649","Chris20","3","2","Jonathan5","9","0"
"650","Khoman 6","6","4","Alex2","3","0"
"650","Sherman12","5","4","Jose15","8","0"
"650","Jonathan5","9","4","Martin16","6","0"
"650","Michael7","8","4","Karen13","7","0"
"650","John4","4","4","Marcus17","4","0"
"650","Jeffrey1","7","4","Max14","5","0"
"650","Jessica10","7","4","","",""
"651","Marcus17","4","0","Max14","5","0"
"651","Khoman 6","6","0","Jeffrey1","7","0"
"651","Tom11","3","0","Vivien3","8","0"
"651","Karen13","7","0","John4","4","0"
"651","Ryan18","5","0","Alex2","3","0"
"651","Jonathan5","9","0","Jose15","8","0"
"651","Joeseph9","7","0","Jessica10","7","0"
"652","Jonathan5","9","0","Martin16","6","0"
"652","Vivien3","8","0","Danny19","9","0"
"652","Jessica10","7","0","Max14","5","0"
"652","Frank8","9","0","Michael7","8","0"
"652","Jose15","8","0","Jeffrey1","7","0"
"652","Chris20","3","0","Joeseph9","7","0"
"652","Tom11","3","0","Khoman 6","6","0"
"652","Karen13","7","0","Ryan18","5","0"
"653","Sherman12","5","2","Jessica10","7","0"
"653","Jose15","8","2","Tom11","3","0"
"653","Danny19","9","2","John4","4","0"
"653","Ryan18","5","2","Chris20","3","0"
"653","Alex2","3","2","Max14","5","0"
"653","Martin16","6","2","Frank8","9","0"
"654","Max14","5","0","Jose15","8","0"
"654","Chris20","3","0","Khoman 6","6","0"
"654","Martin16","6","0","Jonathan5","9","0"
"654","Danny19","9","0","Ryan18","5","0"
"654","Karen13","7","0","Tom11","3","0"
"655","Joeseph9","7","0","John4","4","0"
"655","Chris20","3","0","Max14","5","0"
"655","Frank8","9","0","Martin16","6","0"
"655","Jose15","8","0","Vivien3","8","0"
"655","Khoman 6","6","0","Jeffrey1","7","0"
"655","Marcus17","4","0","Jessica10","7","0"
"656","Marcus17","4","0","Jonathan5","9","1"
"656","Michael7","8","0","Sherman12","5","1"
"656","Karen13","7","0","Ryan18","5","1"
"656","John4","4","0","Jessica10","7","1"
"656","Danny19","9","0","Frank8","9","1"
"657","Jeffrey1","7","0","Vivien3","8","4"
"657","Ryan18","5","0","Martin16","6","4"
"657","Jessica10","7","0","Jose15","8","4"
"657","Michael7","8","0","Frank8","9","4"
"657","Joeseph9","7","0","Karen13","7","4"
"657","Tom11","3","0","Max14","5","4"
"657","John4","4","0","Jonathan5","9","4"
"657","Alex2","3","0","Khoman 6","6","4"
"658","Jonathan5","9","4","Sherman12","5","0"
"658","Khoman 6","6","4","Marcus17","4","0"
"658","Michael7","8","4","John4","4","0"
"658","Ryan18","5","4","Jeffrey1","7","0"
"659","Ryan18","5","0","Sherman12","5","2"
"659","Joeseph9","7","0","Jessica10","7","2"
"659","Tom11","3","0","Danny19","9","2"
"659","Jeffrey1","7","0","Frank8","9","2"
"659","Vivien3","8","0","John4","4","2"
"660","Martin16","6","0","Khoman 6","6","3"
"660","Chris20","3","0","Joeseph9","7","3"
"660","John4","4","0","Jose15","8","3"
"660","Frank8","9","0","Karen13","7","3"
"660","Max14","5","0","Vivien3","8","3"
"660","Tom11","3","0","Alex2","3","3"
"660","Ryan18","5","0","Jessica10","7","3"
"661","Martin16","6","0","Alex2","3","2"
"661","Khoman 6","6","0","Jeffrey1","7","2"
"661","Tom11","3","0","Frank8","9","2"
"661","Jose15","8","0","Max14","5","2"
"661","Ryan18","5","0","Danny19","9","2"
"662","Ryan18","5","0","Karen13","7","0"
"662","Chris20","3","0","Vivien3","8","0"
"662","Jonathan5","9","0","Danny19","9","0"
"662","Jessica10","7","0","Marcus17","4","0"
"662","Michael7","8","0","Khoman 6","6","0"
"662","Jeffrey1","7","0","Max14","5","0"
"663","Joeseph9","7","0","Jessica10","7","1"
"663","John4","4","0","Marcus17","4","1"
"663","Michael7","8","0","Jeffrey1","7","1"
"663","Jose15","8","0","Ryan18","5","1"
"663","Max14","5","0","Jonathan5","9","1"
"663","Karen13","7","0","Khoman 6","6","1"
"663","Alex2","3","0","Sherman12","5","1"
"663","Tom11","3","0","Martin16","6","1"
"664","Frank8","9","0","Michael7","8","0"
"664","Chris20","3","0","Vivien3","8","0"
"664","Jose15","8","0","Jessica10","7","0"
"664","Jeffrey1","7","0","John4","4","0"
"665","Jonathan5","9","7","Tom11","3","0"
"665","Vivien3","8","7","John4","4","0"
"665","Jessica10","7","7","Marcus17","4","0"
"665","Frank8","9","7","Michael7","8","0"
"666","Tom11","3","1","Joeseph9","7","0"
"666","Jessica10","7","1","Danny19","9","0"
"666","Marcus17","4","1","Alex2","3","0"
"666","Jonathan5","9","1","Frank8","9","0"
"666","Khoman 6","6","1","Chris20","3","0"
"666","Max14","5","1","Karen13","7","0"
"666","John4","4","1","Martin16","6","0"
"666","Michael7","8","1","","",""
"667","Jeffrey1","7","1","Martin16","6","0"
"667","Vivien3","8","1","Danny19","9","0"
"667","Max14","5","1","Tom11","3","0"
"667","Jessica10","7","1","Frank8","9","0"
"667","Khoman 6","6","1","Alex2","3","0"
"667","John4","4","1","Sherman12","5","0"
"667","Michael7","8","1","Karen13","7","0"
"668","Martin16","6","0","Sherman12","5","0"
"668","Jonathan5","9","0","Jeffrey1","7","0"
"668","Jose15","8","0","Jessica10","7","0"
"668","Chris20","3","0","Vivien3","8","0"
"668","Karen13","7","0","Alex2","3","0"
"668","Tom11","3","0","Joeseph9","7","0"
"668","Frank8","9","0","Michael7","8","0"
"669","Jessica10","7","1","Vivien3","8","0"
"669","Chris20","3","1","Max14","5","0"
"669","Jeffrey1","7","1","Alex2","3","0"
"669","Marcus17","4","1","Sherman12","5","0"
"669","Khoman 6","6","1","Danny19","9","0"
"669","Michael7","8","1","Jose15","8","0"
"669","Jonathan5","9","1","John4","4","0"
"669","Karen13","7","1","Martin16","6","0"
"670","Joeseph9","7","2","John4","4","0"
"670","Jeffrey1","7","2","Michael7","8","0"
"670","Jessica10","7","2","Sherman12","5","0"
"670","Jose15","8","2","Martin16","6","0"
"670","Vivien3","8","2","Danny19","9","0"
"670","Tom11","3","2","Ryan18","5","0"
"670","Jonathan5","9","2","Marcus17","4","0"
"671","Ryan18","5","0","Michael7","8","3"
"671","Jose15","8","0","Jessica10","7","3"
"671","Tom11","3","0","Martin16","6","3"
"671","Joeseph9","7","0","Karen13","7","3"
"671","Marcus17","4","0","Frank8","9","3"
"671","Danny19","9","0","Alex2","3","3"
"671","Chris20","3","0","Vivien3","8","3"
"671","Sherman12","5","0","Khoman 6","6","3"
"672","Max14","5","0","Michael7","8","3"
"672","Tom11","3","0","Chris20","3","3"
"672","Jonathan5","9","0","Frank8","9","3"
"672","Marcus17","4","0","Danny19","9","3"
"672","Joeseph9","7","0","Alex2","3","3"
"672","Ryan18","5","0","Jeffrey1","7","3"
"672","Sherman12","5","0","Khoman 6","6","3"
"672","John4","4","0","Karen13","7","3"
"673","Tom11","3","0","Jessica10","7","2"
"673","Joeseph9","7","0","Frank8","9","2"
"673","Ryan18","5","0","Sherman12","5","2"
"673","Jonathan5","9","0","Jose15","8","2"
"673","Alex2","3","0","Marcus17","4","2"
"673","Khoman 6","6","0","Danny19","9","2"
"673","Martin16","6","0","Max14","5","2"
"674","Joeseph9","7","3","Danny19","9","0"
"674","Martin16","6","3","Karen13","7","0"
"674","Jeffrey1","7","3","John4","4","0"
"674","Frank8","9","3","Chris20","3","0"
"675","Ryan18","5","0","Joeseph9","7","1"
"675","Alex2","3","0","Karen13","7","1"
"675","Vivien3","8","0","Jonathan5","9","1"
"675","Khoman 6","6","0","Max14","5","1"
"675","John4","4","0","Jeffrey1","7","1"
"675","Danny19","9","0","Chris20","3","1"
"675","Martin16","6","0","Sherman12","5","1"
"676","Max14","5","0","Jose15","8","3"
"676","Frank8","9","0","Michael7","8","3"
"676","Khoman 6","6","0","Jessica10","7","3"
"676","John4","4","0","Joeseph9","7","3"
"677","Vivien3","8","0","Marcus17","4","0"
"677","Frank8","9","0","Karen13","7","0"
"677","Tom11","3","0","Ryan18","5","0"
"677","Jeffrey1","7","0","Michael7","8","0"
"677","Martin16","6","0","Khoman 6","6","0"
"677","John4","4","0","Jose15","8","0"
"677","Danny19","9","0","Joeseph9","7","0"
"678","Tom11","3","0","Sherman12","5","3"
"678","Alex2","3","0","Danny19","9","3"
"678","John4","4","0","Ryan18","5","3"
"678","Jose15","8","0","Karen13","7","3"
"678","Max14","5","0","Khoman 6","6","3"
"678","Michael7","8","0","Joeseph9","7","3"
"678","Chris20","3","0","Martin16","6","3"
"678","Jeffrey1","7","0","Frank8","9","3"
"679","Khoman 6","6","0","John4","4","0"
"679","Tom11","3","0","Jonathan5","9","0"
"679","Frank8","9","0","Chris20","3","0"
"679","Joeseph9","7","0","Jessica10","7","0"
"679","Ryan18","5","0","Vivien3","8","0"
"680","Marcus17","4","1","Chris20","3","0"
"680","John4","4","1","Alex2","3","0"
"680","Max14","5","1","Tom11","3","0"
"680","Karen13","7","1","Danny19","9","0"
"681","Vivien3","8","1","Danny19","9","0"
"681","Khoman 6","6","1","Joeseph9","7","0"
"681","Alex2","3","1","Martin16","6","0"
"681","Frank8","9","1","Marcus17","4","0"
"681","Jessica10","7","1","Michael7","8","0"
"681","Jonathan5","9","1","Ryan18","5","0"
"682","Joeseph9","7","0","Frank8","9","0"
"682","Danny19","9","0","Alex2","3","0"
"682","Jose15","8","0","Jessica10","7","0"
"682","Jeffrey1","7","0","Ryan18","5","0"
"682","Tom11","3","0","Vivien3","8","0"
"682","Max14","5","0","Michael7","8","0"
"682","Chris20","3","0","Martin16","6","0"
"682","Karen13","7","0","Marcus17","4","0"
"683","Frank8","9","1","Karen13","7","0"
"683","Jose15","8","1","Sherman12","5","0"
"683","Vivien3","8","1","Martin16","6","0"
"683","Jonathan5","9","1","Michael7","8","0"
"683","Jeffrey1","7","1","Joeseph9","7","0"
"683","Chris20","3","1","Ryan18","5","0"
"683","Max14","5","1","Danny19","9","0"
"683","Khoman 6","6","1","Alex2","3","0"
"684","Tom11","3","0","Jonathan5","9","5"
"684","Karen13","7","0","Michael7","8","5"
"684","Chris20","3","0","Jessica10","7","5"
"684","Max14","5","0","Danny19","9","5"
"684","Martin16","6","0","Jose15","8","5"
"684","Vivien3","8","0","Joeseph9","7","5"
"684","John4","4","0","Khoman 6","6","5"
